person_id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,activity_id
1,0.25256,0.176,0.24785,0.06727,-0.16463,-0.35965,-0.14143,0.03639,0.06854,0.31714,1
1,0.05788,0.39608,0.27527,-0.12635,-0.17037,-0.20678,0.0112,0.21532,0.22902,0.24646,1
1,0.14307,0.24096,0.09015,-0.18399,-0.20653,-0.23561,-0.13483,-0.02184,0.21138,0.11924,1
1,-0.04711,0.26168,0.28124,0.05629,0.03519,-0.14089,-0.04786,-0.01585,-0.15337,0.24028,1
1,0.13197,0.21391,0.18442,0.39161,0.05969,0.03968,-0.08281,-0.10385,-0.05252,0.15556,1
1,-0.01129,0.04023,0.28278,0.30301,-0.04073,0.05468,-0.37351,-0.04083,0.17805,0.14128,1
1,-0.00227,0.26957,0.26801,-0.05756,-0.10068,-0.16664,-0.35439,-0.1896,-0.11813,0.12827,1
1,-0.01189,0.20397,0.20776,0.18829,0.01659,-0.06566,-0.12956,-0.06119,0.33226,0.20353,1
1,0.28654,0.21341,0.20804,0.09643,0.12379,-0.00814,-0.15635,-0.02039,-0.10054,0.01731,1
1,0.15722,0.1628,0.29051,0.05767,0.13311,-0.32952,-0.35414,0.01503,-0.2284,0.21334,1
1,0.02723,0.10506,0.1947,0.04022,0.11626,0.00179,-0.28327,-0.09742,-0.09454,0.28596,1
1,0.14802,0.1522,0.21537,0.11109,-0.20517,-0.02713,-0.29038,-0.19648,0.02828,0.28128,1
1,-0.01048,-0.01054,0.12383,0.1583,0.17033,-0.31067,-0.34218,-0.26714,-0.11502,0.30525,1
1,0.20341,0.2053,0.16448,0.29034,-0.03655,-0.07858,-0.26289,-0.10681,-0.06979,0.25045,1
1,0.0783,0.10079,0.12172,0.2681,0.13796,-0.21156,-0.20306,-0.0665,0.07401,0.02281,1
1,0.10722,-0.01594,0.13502,0.15226,-0.00444,-0.27385,-0.25413,-0.1611,0.05415,0.19017,1
1,0.13647,0.14364,0.24395,0.14757,-0.0498,-0.22129,-0.18855,-0.02169,0.15354,0.37687,1
1,-0.02423,0.15369,0.04346,0.18505,-0.10822,-0.17707,-0.26524,-0.12462,0.19709,0.26711,1
1,0.06871,0.27671,0.28186,0.04784,-0.22677,-0.28984,-0.33693,0.02946,0.21368,0.35856,1
1,-0.11704,0.30918,0.42203,0.19315,-0.30003,-0.02521,-0.19665,-0.1052,0.13002,0.09714,1
1,0.09018,0.36607,0.26087,0.08272,-0.08094,-0.32216,-0.21363,-0.24031,0.19215,-0.01455,1
1,0.18033,0.30382,0.3282,0.08044,-0.00318,-0.22186,-0.31499,0.08132,0.08515,0.06493,1
1,0.05304,0.16488,0.24006,0.30129,-0.04748,-0.18693,0.05169,0.0313,0.12515,0.15967,1
1,0.13616,0.20257,0.20048,0.19281,-0.15857,-0.15786,-0.09644,-0.12759,0.02227,0.19418,1
1,0.06312,0.32591,0.08848,0.06297,0.14532,-0.16938,-0.13073,0.05994,0.06299,0.10254,1
1,0.13162,0.23856,0.02405,0.08835,-0.00698,-0.30331,-0.14231,0.03839,0.17264,0.28012,1
1,0.0941,0.10047,0.13825,-0.01308,-0.12661,-0.1039,-0.31415,-0.0311,0.01224,0.13922,1
1,0.17899,0.0953,0.25336,-0.09504,-0.05642,-0.36925,-0.24172,0.14947,0.29397,0.17304,1
1,0.16657,0.33564,0.24494,0.00746,-0.20244,-0.12842,-0.06374,0.13676,-0.04115,0.08992,1
1,0.24815,0.06088,0.29742,0.00793,-0.18405,-0.19549,-0.3081,0.05298,0.30092,0.30309,1
1,0.1116,0.0629,0.02025,-0.10896,-0.13748,-0.20536,-0.08336,-0.20361,0.26738,0.28614,1
1,0.10778,0.09826,0.29166,-0.01143,-0.14247,-0.17887,-0.25807,-0.0468,0.227,0.29364,1
1,0.2219,0.10211,0.13953,-0.02649,-0.10207,-0.18407,-0.14764,0.23343,0.11551,0.17685,1
1,0.03295,0.06411,0.03749,-0.06417,-0.01762,-0.21398,-0.14019,-0.01733,0.18516,0.3581,1
1,-0.04682,0.33985,-0.09575,0.00507,0.06662,-0.14995,-0.11845,0.19794,0.08226,0.26141,1
1,0.21423,0.16576,0.10848,-0.05758,-0.14768,-0.16334,-0.13957,0.07414,-0.0405,0.19618,1
1,0.05782,0.24803,0.17663,-0.02021,-0.10914,-0.11808,-0.15399,-0.09652,0.00204,0.22147,1
1,0.188,0.12062,0.21646,-0.05999,-0.32945,-0.09193,-0.02948,-0.18747,0.10755,0.15741,1
1,0.33131,0.20722,-0.00984,0.06868,-0.29043,-0.24319,-0.21672,-0.03652,0.26108,0.36929,1
1,0.04336,0.2792,0.06224,-0.09512,-0.12173,-0.31939,-0.08846,0.09796,0.12754,0.3493,1
1,0.04685,0.35045,-0.0632,0.23962,-0.21475,-0.33214,-0.15447,-0.07429,0.21283,0.35267,1
1,0.07801,0.27302,-0.02646,0.06755,-0.13573,-0.10746,-0.13904,-0.00777,0.25897,0.08427,1
1,0.00619,0.21362,0.08338,0.01427,-0.07132,-0.16082,-0.02115,0.07321,0.22993,0.20245,1
1,0.22998,0.22969,0.1503,-0.06312,-0.10258,-0.28407,-0.11962,0.17763,0.0886,-0.00316,1
1,0.22301,0.1861,0.21425,-0.06481,-0.2468,-0.21938,-0.00386,0.1093,-0.05703,0.23037,1
1,0.21271,0.20861,0.04738,0.06241,-0.06473,-0.43075,-0.18826,0.04257,0.28398,0.21392,1
1,0.12343,0.2799,0.08257,-0.07402,-0.1945,-0.15151,-0.13456,0.13098,0.18448,0.10224,1
1,0.19064,0.1058,0.10298,0.01546,-0.30168,-0.17089,-0.18178,0.08766,0.28034,-0.00563,1
1,0.08528,0.16867,0.12549,-0.08929,-0.20132,-0.00127,-0.21524,0.1862,0.16173,0.26052,1
1,0.41191,0.27256,0.12629,0.08215,-0.08654,-0.28363,-0.05959,-0.09399,0.145,0.23509,1
1,0.14097,0.22902,0.0827,-0.02919,-0.2436,-0.2957,0.06377,0.03326,0.26718,0.34521,1
1,0.21949,0.11392,0.06112,0.01391,-0.18259,-0.32006,-0.01932,0.1648,0.16769,0.26057,1
1,0.22963,0.17755,-0.05548,0.01499,-0.12921,-0.1389,0.08057,0.18733,0.27379,-0.02403,1
1,0.11969,0.16248,0.24928,0.1861,0.07738,-0.04195,-0.1546,-0.10664,0.02315,-0.18099,1
1,-0.02331,0.06382,0.33903,0.21217,-0.05126,-0.19375,-0.25736,-0.19145,-0.13901,-0.00815,1
1,0.0138,0.26921,0.16399,0.17662,0.06253,-0.26102,-0.21975,-0.21292,0.17151,0.31793,1
1,-0.0829,0.20388,0.32418,0.22702,-0.00818,-0.03463,-0.30787,-0.17249,-0.07143,0.24354,1
1,-0.0365,0.15167,0.27871,0.20783,-0.11248,-0.06313,-0.17137,-0.24618,-0.111,0.16721,1
1,0.11219,0.25976,0.25194,0.13861,0.02399,-0.25772,-0.04763,0.03365,0.07007,0.19192,1
1,-0.00856,0.22835,0.14645,-0.09296,-0.304,-0.25543,-0.19994,-0.0962,-0.01609,0.18966,1
1,0.01054,0.07873,0.20932,0.20627,-0.13337,-0.27402,-0.32162,-0.31862,-0.01006,0.25007,1
1,0.06071,0.1648,0.22659,0.07157,-0.23811,-0.10336,-0.10657,-0.19328,0.02824,0.15803,1
1,0.08378,0.35367,0.32851,0.07819,0.0056,-0.05925,-0.1717,-0.11635,0.09325,0.11435,1
1,-0.00178,0.08112,0.24196,0.09809,-0.13626,-0.20394,-0.16425,0.08024,0.15515,-0.04089,1
1,0.08314,0.33318,0.07605,0.16166,-0.08287,-0.07521,-0.16941,-0.19491,0.03912,0.17607,1
1,0.05212,0.30477,0.12403,0.20202,-0.09466,-0.1705,-0.20105,-0.1039,0.06308,0.33858,1
1,0.15387,0.15906,0.36489,0.12433,-0.03386,-0.27906,-0.25636,-0.16572,0.07823,0.25921,1
1,0.11149,0.35649,0.11603,0.10344,-0.20306,-0.28988,-0.07835,-0.13827,-0.00557,-0.01531,1
1,-0.00147,0.1794,0.06713,0.0607,0.0472,-0.27066,-0.29721,-0.19937,-0.03431,0.25348,1
1,0.08978,0.29772,0.4028,-0.10108,-0.0469,-0.3139,-0.12192,-0.10915,0.08764,0.07372,1
1,0.04726,0.21299,0.33424,-0.00258,-0.14497,-0.1096,-0.28456,0.03736,0.089,0.23434,1
1,0.13159,0.14426,0.23531,-0.00548,-0.14505,-0.15001,-0.16698,-0.07925,-0.03103,0.10497,1
1,0.12739,0.28083,0.08292,-0.0174,-0.0863,-0.19633,-0.35628,-0.05043,0.03988,0.37172,1
1,0.12946,0.25136,0.23607,-0.06002,0.08985,-0.3715,-0.11176,0.00049,0.05684,0.27586,1
1,0.07753,0.14313,0.23562,-0.04453,-0.13171,-0.2701,-0.22226,-0.01285,0.04985,0.19145,1
1,0.06366,0.35642,0.22013,0.07285,-0.04563,-0.27143,-0.09994,-0.01622,-0.04212,0.06922,1
1,0.06135,0.08112,0.15913,-0.05585,-0.12835,-0.07205,-0.1879,-0.07582,0.1574,0.14358,1
1,0.20746,0.26382,0.18383,0.05561,0.08106,-0.12006,0.04001,0.01302,-0.02405,0.18808,1
1,-0.04244,0.26806,0.25135,-0.05378,-0.19314,-0.20036,-0.29662,-0.16213,0.25144,0.2267,1
1,0.07615,0.04682,0.2588,-0.03903,0.05411,-0.1301,-0.25438,-0.10097,0.30414,0.20761,1
1,0.08492,0.21947,0.11842,0.04811,-0.14384,-0.12915,-0.20907,-0.11249,0.10136,0.18119,1
1,0.13271,0.28069,0.22474,0.13855,-0.22162,-0.17836,-0.09402,-0.08601,0.1197,0.04224,1
1,0.23528,0.19608,0.24384,0.03375,-0.16311,-0.37691,-0.30468,-0.27246,0.08833,0.44546,1
1,0.01983,-0.04525,0.25579,0.24407,-0.11883,-0.18902,-0.19051,-0.18713,0.00356,0.18622,1
1,0.10172,0.2065,0.23869,-0.05593,-0.0676,-0.27555,-0.05193,0.00638,0.10899,0.22495,1
1,0.12706,0.22932,0.2277,-0.01192,-0.19337,-0.33036,-0.09397,0.03803,0.03822,0.30155,1
1,0.04034,0.32078,0.21672,0.03332,-0.19786,-0.16028,-0.0403,0.06788,0.09314,0.2446,1
1,0.27701,0.43748,0.12336,0.0717,-0.05036,-0.29881,0.03432,-0.09243,0.24471,0.2481,1
1,0.17291,0.47184,0.10962,-0.05126,-0.03421,-0.14097,-0.01153,0.03121,0.19905,0.40725,1
1,0.0872,0.20631,0.21534,-0.04453,-0.22781,-0.15475,-0.00193,0.01087,0.15394,0.15183,1
1,0.14453,0.32427,0.13931,-0.11085,-0.1479,-0.11079,-0.18739,-0.1025,0.39322,0.07805,1
1,0.14146,0.23829,0.09957,-0.04323,-0.11967,-0.45425,-0.2535,0.04017,0.13694,0.22802,1
1,0.20324,0.00253,0.2497,-0.09094,-0.26702,-0.19328,-0.11162,0.16078,0.20766,0.32993,1
1,0.08966,0.22721,0.00631,-0.03668,-0.1949,-0.22875,-0.13264,0.12009,0.02274,0.12304,1
1,0.1823,0.09393,0.11777,-0.05685,-0.32674,-0.35711,-0.37554,-0.07031,0.18779,0.22741,1
1,0.20932,0.13264,0.10664,-0.01731,-0.31594,-0.1981,-0.04282,0.00796,0.29536,0.16369,1
1,0.10578,0.26463,0.30703,-0.05375,-0.12829,-0.25982,-0.22787,0.07891,0.22423,0.17315,1
1,0.25742,0.14191,0.00867,0.03858,-0.08778,-0.27076,0.07301,0.03878,0.2028,0.19886,1
1,0.24911,0.23271,0.11979,-0.1746,-0.36559,-0.09135,-0.14853,0.06774,0.22941,0.36847,1
1,0.21515,0.16421,0.03669,-0.0815,-0.28995,-0.2008,-0.09424,0.24192,0.19066,0.01124,1
1,0.46853,0.29736,0.29227,-0.19856,-0.22336,-0.13424,-0.0304,0.11353,-0.01878,0.03044,1
1,0.35497,0.36908,0.06832,0.05119,-0.30554,-0.27899,-0.18921,0.00286,0.27549,0.11331,1
1,0.4291,0.2433,0.18233,-0.04382,-0.0837,-0.28409,0.07082,0.1069,0.32606,0.05333,1
1,0.01806,0.16869,0.1561,0.18548,0.15396,-0.22378,-0.12184,-0.26691,0.21094,0.23263,1
1,0.17796,0.22518,0.25702,0.22956,-0.0191,-0.31976,-0.17322,-0.22582,-0.10472,0.2216,1
1,-0.01701,0.26445,0.13886,0.09919,0.10413,-0.1337,-0.36549,-0.12049,0.15902,0.11382,1
1,0.07614,0.08035,0.20374,0.25117,0.00558,-0.03636,-0.17489,0.07969,-0.14015,0.14357,1
1,-0.08668,0.06717,0.11622,0.15478,0.00086,-0.12605,-0.32925,-0.17043,-0.07466,0.26238,1
1,-0.05984,0.15082,0.27236,0.07218,0.0422,-0.01258,-0.19736,-0.04358,-0.18016,0.12928,1
1,0.05107,0.07018,0.23634,0.23539,-0.22054,-0.29439,-0.1971,-0.08336,0.10639,0.18657,1
1,0.08412,0.26901,0.17325,0.06411,-0.05481,-0.15871,-0.28053,-0.16435,0.07773,0.19443,1
1,0.02479,0.00762,0.21333,0.02346,0.05499,-0.2126,-0.3133,-0.12662,0.17039,0.24481,1
1,0.07064,0.05207,0.37469,0.05372,0.04473,-0.21722,-0.12878,0.0148,0.11346,0.26027,1
1,0.0441,0.14412,0.22508,0.07724,0.19277,-0.28676,-0.11104,-0.05951,0.07693,0.33551,1
1,0.08905,0.12675,0.23901,0.08819,-0.00888,-0.10894,-0.29574,0.01303,0.03372,0.2346,1
1,0.12614,0.22959,0.19738,0.05286,-0.09134,-0.03633,-0.29488,-0.17364,-0.01188,0.20642,1
1,-0.08285,0.05997,0.18052,-0.03191,-0.19025,-0.32336,-0.29127,-0.02374,0.1652,0.38723,1
1,0.263,0.27632,0.30758,0.10506,-0.02278,-0.00333,-0.16769,0.02337,-0.01867,0.13107,1
1,0.11107,0.21492,0.14088,0.32772,-0.06261,-0.2442,-0.18771,-0.08444,0.09864,0.04056,1
1,0.21411,0.33692,0.34785,0.1145,-0.01866,-0.28866,-0.11752,-0.05678,0.03887,0.28851,1
1,0.18025,0.21009,0.24247,-0.02629,0.03441,-0.29391,-0.26917,-0.07065,0.20136,0.31542,1
1,0.09436,0.28318,0.02741,-0.00018,-0.16474,-0.08066,-0.13085,-0.05329,0.12302,0.36272,1
1,0.0827,0.07621,0.30261,0.08477,-0.00435,-0.21209,-0.27776,-0.0263,0.10074,0.22611,1
1,0.26619,0.09934,0.21993,-0.02053,-0.36359,-0.21411,-0.18823,0.00098,0.08278,0.06031,1
1,0.02704,0.34238,0.105,0.21445,-0.00429,-0.24246,-0.26157,0.04867,0.0852,0.05612,1
1,0.1702,0.25374,0.29964,0.0858,-0.16888,-0.08505,-0.04917,-0.02752,0.12,0.07969,1
1,0.05783,0.2893,0.12723,-0.10016,0.23101,-0.35956,0.04271,-0.07627,0.11012,0.14599,1
1,0.2014,0.07032,-0.00409,0.2012,-0.20351,-0.13969,-0.28849,0.03066,0.29147,0.16158,1
1,-0.06577,0.38411,0.26943,-0.01255,-0.14937,-0.3263,-0.03478,-0.08828,-0.01429,0.2366,1
1,0.04596,0.11303,0.13055,0.03805,-0.27007,-0.07752,-0.10585,-0.06595,0.04162,0.20711,1
1,0.2262,0.29116,0.27606,-0.02403,-0.42875,-0.09192,-0.18693,0.04261,0.30318,0.46014,1
1,0.07549,0.23063,0.30343,-0.06584,-0.19868,-0.27604,-0.16956,-0.0406,0.08109,0.12066,1
1,0.22579,0.35141,0.31146,-0.03496,-0.05922,-0.194,-0.22025,0.06027,0.08293,0.18001,1
1,0.01095,0.17147,0.18491,0.1646,-0.18398,-0.32171,-0.00978,-0.05816,-0.02621,0.2312,1
1,0.12009,0.44806,0.20329,-0.01238,-0.24502,-0.185,-0.01008,0.02893,0.06783,0.2719,1
1,0.15155,0.26287,0.11641,-0.04103,-0.19819,-0.12378,-0.18871,-0.04277,0.06221,0.26341,1
1,0.19133,0.17298,0.077,0.17897,-0.34821,-0.16854,-0.01879,-0.33003,0.23958,0.19583,1
1,0.18942,0.18525,0.25142,0.02222,-0.15064,-0.30746,0.04435,0.01508,0.39279,0.41033,1
1,-0.01048,0.15166,0.03605,-0.02435,-0.14864,-0.19416,-0.03433,0.16888,0.26411,0.16106,1
1,0.0926,0.21687,0.17813,-0.04327,-0.30535,-0.14839,-0.17475,-0.0173,0.16534,0.19261,1
1,0.13748,0.08789,0.11998,0.03994,-0.14767,-0.12109,-0.20406,-0.09745,0.14955,0.15448,1
